cap_number,po_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings
13-0116,TM,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0116,ML,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0117,MK,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0118,JC,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0119,GS,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0120,RH,Black,Female,Harassment,Other than Sustained Finding,Not Applicable
13-0121,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0121,MH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0121,MH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0121,MH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0121,MH,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0121,PR,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0121,MG,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0121,RT,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0121,MG,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0121,MG,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0121,RT,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0121,RT,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0122,MA,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0122,TH,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0122,TH,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0122,MA,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0123,UNK,UNK,UNK,Harassment,Other than Sustained Finding,Not Applicable
13-0124,MR,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0124,CS,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0125,GF,White,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0125,GF,White,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0126,ER,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0126,ER,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0126,DT,Asian,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0126,DT,Asian,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0127,KR,White,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0128,PG,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0128,JM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0129,GA,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0129,ER,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0129,DL,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0129,MS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0129,DS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0129,DS,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0129,DS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0129,LJ,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0129,RT,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0130,MW,White,Male,Verbal Abuse,Sustained Finding,Pending
13-0131,MP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0131,JL,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0132,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0133,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0133,UNK,UNK,UNK,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0133,UNK,UNK,UNK,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0133,DW,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0134,DT,Asian,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0134,DT,Asian,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0134,DT,Asian,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0135,MS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0135,MS,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0136,JS,Latino,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0137,KD,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0137,KD,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0137,KD,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0138,KM,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0138,TM,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0139, B,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0140,JP,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0140,JP,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0140,JP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0140,NL,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0140,NL,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0140,NL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0140,VG,Latino,Female,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0141,CV,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0141,TW,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0142,KL,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0142,KL,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0143,DU,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0143,DU,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0143,DU,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0143,DU,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0144,JM,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0145,GT,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0146,DM,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0147,WE,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0148,EW,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0148,DH,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0148,DH,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0148,DH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0148,EW,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0148,EW,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0148,EW,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0148,CL,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
13-0149,TK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0150,JH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0150,CF,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0151,WT,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0151,JB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0151,JB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0151,WT,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0152,PB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0152,EC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0153,MM,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0154,MH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0155,GS,Black,Male,Unprofessional Conduct,Sustained Finding,Training/Counseling
13-0156,CG,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0157,TL,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0157,CK,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0158,CW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0158,AW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0159,WB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0159,PN,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0159,JW,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0160,JW,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0160,DS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0161,CD,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0161,CD,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0161,CD,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0162,UNK,UNK,UNK,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0162,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0163,TC,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0163,TC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0164,AG,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0164,AG,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0164,SG,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0164,SG,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0165,JS,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0165,JM,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0165,JB,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0166,JM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0166,DO,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0166,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0166,JM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0166,DO,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0167,RF,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0167,JW,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0476,LM,Black,Male,Investigation OnGoing,Pending,Pending
13-0168,MC,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0168,MC,Black,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0168,KS,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0168,MC,Black,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0169,CH,Black,Female,Harassment,Other than Sustained Finding,Not Applicable
13-0170,LS,Latino,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0170,LS,Latino,Male,Drugs,Other than Sustained Finding,Not Applicable
13-0170,LS,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0171,TB,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0172,DC,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0173,DG,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0173,NM,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0173,NM,Black,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0173,DG,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0173,NM,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0173,DG,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0173,EM,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0173,EM,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0173,EM,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0174,BC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0175,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0175,RK,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0175,RK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0175,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0176,IM,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0176,IM,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0177,SQ,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0177,SQ,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0177,RB,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0177,RB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0178,BS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0178,BS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0178,MM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0178,MM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0178,MM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0180,AR,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0181,RG,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0181,RG,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0182,JL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0182,JO,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0183,JW,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0183,JW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0184,TL,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
