complaint_id,officer_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings,po_assigned_unit,po_district_number,officer_id,officer_complaint_id,discipline_id
13-0077,AB,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0077-AB,13-0077-AB-Physical Abuse
13-0077,KE,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,13-0077-KE,13-0077-KE-Criminal Allegation
13-0077,KE,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0077-KE,13-0077-KE-Physical Abuse
13-0077,AB,black,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,13-0077-AB,13-0077-AB-Criminal Allegation
13-0078,RA,white,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0078-RA,13-0078-RA-Unprofessional Conduct
13-0078,RA,white,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0078-RA,13-0078-RA-Departmental Violation
13-0078,DS,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0078-DS,13-0078-DS-Departmental Violation
13-0078,DS,latino,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0078-DS,13-0078-DS-Unprofessional Conduct
13-0079,RT,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0079-RT,13-0079-RT-Unprofessional Conduct
13-0080,KS,white,male,Harassment,No Sustained Findings,Not Applicable,,,,13-0080-KS,13-0080-KS-Harassment
13-0080,VB,white,male,Harassment,No Sustained Findings,Not Applicable,,,,13-0080-VB,13-0080-VB-Harassment
13-0080,KS,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0080-KS,13-0080-KS-Departmental Violation
13-0081,AA,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0081-AA,13-0081-AA-Verbal Abuse
13-0082,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0082-,13-0082--Departmental Violation
13-0082,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0082-,13-0082--Departmental Violation
13-0083,GB,latino,female,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0083-GB,13-0083-GB-Physical Abuse
13-0083,GB,latino,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0083-GB,13-0083-GB-Verbal Abuse
13-0083,GB,latino,female,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable,,,,13-0083-GB,13-0083-GB-Sexual Crime/Misconduct
13-0083,EF,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0083-EF,13-0083-EF-Physical Abuse
13-0083,EF,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0083-EF,13-0083-EF-Verbal Abuse
13-0083,GW,black,female,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0083-GW,13-0083-GW-Physical Abuse
13-0083,GW,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0083-GW,13-0083-GW-Verbal Abuse
13-0084,MC,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0084-MC,13-0084-MC-Unprofessional Conduct
13-0084,MS,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0084-MS,13-0084-MS-Unprofessional Conduct
13-0085,KR,black,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0085-KR,13-0085-KR-Departmental Violation
13-0085,KR,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0085-KR,13-0085-KR-Verbal Abuse
13-0085,KR,black,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0085-KR,13-0085-KR-Departmental Violation
13-0085,KR,black,female,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0085-KR,13-0085-KR-Physical Abuse
13-0085,RT,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0085-RT,13-0085-RT-Departmental Violation
13-0085,ML,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0085-ML,13-0085-ML-Verbal Abuse
13-0085,ML,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0085-ML,13-0085-ML-Departmental Violation
13-0085,ML,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0085-ML,13-0085-ML-Physical Abuse
13-0086,FM,black,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0086-FM,13-0086-FM-Lack of Service
13-0087,RS,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0087-RS,13-0087-RS-Departmental Violation
13-0087,DL,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0087-DL,13-0087-DL-Departmental Violation
13-0087,JC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0087-JC,13-0087-JC-Departmental Violation
13-0088,GJ,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0088-GJ,13-0088-GJ-Unprofessional Conduct
13-0089,DM,white,female,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0089-DM,13-0089-DM-Lack of Service
13-0090,,,,Investigation OnGoing,Pending,Pending,,,,13-0090-,13-0090--Investigation OnGoing
13-0090,JG,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0090-JG,13-0090-JG-Lack of Service
13-0090,GW,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0090-GW,13-0090-GW-Verbal Abuse
13-0091,TW,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0091-TW,13-0091-TW-Lack of Service
13-0092,DY,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0092-DY,13-0092-DY-Verbal Abuse
13-0092,DL,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0092-DL,13-0092-DL-Verbal Abuse
13-0092,DY,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0092-DY,13-0092-DY-Physical Abuse
13-0092,DL,black,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0092-DL,13-0092-DL-Departmental Violation
13-0093,NC,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0093-NC,13-0093-NC-Departmental Violation
13-0093,JS,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0093-JS,13-0093-JS-Departmental Violation
13-0093,TR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0093-TR,13-0093-TR-Departmental Violation
13-0094,MK,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0094-MK,13-0094-MK-Physical Abuse
13-0094,RS,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0094-RS,13-0094-RS-Physical Abuse
13-0094,MR,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0094-MR,13-0094-MR-Departmental Violation
13-0095,BS,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0095-BS,13-0095-BS-Unprofessional Conduct
13-0095,ML,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0095-ML,13-0095-ML-Unprofessional Conduct
13-0096,JC,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,13-0096-JC,13-0096-JC-Criminal Allegation
13-0096,JC,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0096-JC,13-0096-JC-Physical Abuse
13-0096,JC,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0096-JC,13-0096-JC-Departmental Violation
13-0097,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0097-,13-0097--Departmental Violation
13-0098,CW,white,female,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0098-CW,13-0098-CW-Lack of Service
13-0098,CW,white,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0098-CW,13-0098-CW-Departmental Violation
13-0098,CW,white,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0098-CW,13-0098-CW-Departmental Violation
13-0098,JS,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0098-JS,13-0098-JS-Lack of Service
13-0098,BM,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0098-BM,13-0098-BM-Departmental Violation
13-0098,BM,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0098-BM,13-0098-BM-Lack of Service
13-0098,LA,white,male,Lack of Service,Sustained Finding,Training/Counseling,,,,13-0098-LA,13-0098-LA-Lack of Service
13-0098,BM,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0098-BM,13-0098-BM-Departmental Violation
13-0098,MC,white,female,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0098-MC,13-0098-MC-Lack of Service
13-0098,AG,white,female,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0098-AG,13-0098-AG-Lack of Service
13-0099,CV,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0099-CV,13-0099-CV-Unprofessional Conduct
13-0100,ER,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0100-ER,13-0100-ER-Lack of Service
13-0100,DT,asian,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0100-DT,13-0100-DT-Lack of Service
13-0101,CG,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0101-CG,13-0101-CG-Unprofessional Conduct
13-0102,WD,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0102-WD,13-0102-WD-Departmental Violation
13-0102,WD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0102-WD,13-0102-WD-Departmental Violation
13-0102,JB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0102-JB,13-0102-JB-Departmental Violation
13-0102,DJ,white,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0102-DJ,13-0102-DJ-Departmental Violation
13-0102,DJ,white,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0102-DJ,13-0102-DJ-Departmental Violation
13-0102,JB,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0102-JB,13-0102-JB-Departmental Violation
13-0103,CG,black,female,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0103-CG,13-0103-CG-Lack of Service
13-0104,RJ,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0104-RJ,13-0104-RJ-Departmental Violation
13-0104,MR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0104-MR,13-0104-MR-Departmental Violation
13-0104,DS,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0104-DS,13-0104-DS-Departmental Violation
13-0104,DS,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0104-DS,13-0104-DS-Departmental Violation
13-0104,ED,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0104-ED,13-0104-ED-Departmental Violation
13-0105,SB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0105-SB,13-0105-SB-Departmental Violation
13-0105,SB,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0105-SB,13-0105-SB-Verbal Abuse
13-0105,SB,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,,,,13-0105-SB,13-0105-SB-Civil Rights Complaint
13-0105,SB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0105-SB,13-0105-SB-Departmental Violation
13-0105,SB,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0105-SB,13-0105-SB-Departmental Violation
13-0106,OH,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0106-OH,13-0106-OH-Departmental Violation
13-0106,KW,black,male,Departmental Violation,Sustained Finding,No Guilty Findings,,,,13-0106-KW,13-0106-KW-Departmental Violation
13-0106,MB,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0106-MB,13-0106-MB-Departmental Violation
13-0106,KW,black,male,Departmental Violation,Sustained Finding,No Guilty Findings,,,,13-0106-KW,13-0106-KW-Departmental Violation
13-0106,AM,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0106-AM,13-0106-AM-Departmental Violation
13-0106,DC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0106-DC,13-0106-DC-Departmental Violation
13-0106,LM,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0106-LM,13-0106-LM-Departmental Violation
13-0106,DG,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0106-DG,13-0106-DG-Departmental Violation
13-0107,JB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-JB,13-0107-JB-Departmental Violation
13-0107,RC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-RC,13-0107-RC-Departmental Violation
13-0107,CF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-CF,13-0107-CF-Departmental Violation
13-0107,DW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-DW,13-0107-DW-Departmental Violation
13-0107,DW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-DW,13-0107-DW-Departmental Violation
13-0107,JB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-JB,13-0107-JB-Departmental Violation
13-0107,RC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-RC,13-0107-RC-Departmental Violation
13-0107,CF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-CF,13-0107-CF-Departmental Violation
13-0107,WW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-WW,13-0107-WW-Departmental Violation
13-0107,WW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-WW,13-0107-WW-Departmental Violation
13-0107,GW,white,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-GW,13-0107-GW-Departmental Violation
13-0107,TL,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-TL,13-0107-TL-Departmental Violation
13-0107,TR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-TR,13-0107-TR-Departmental Violation
13-0107,TK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-TK,13-0107-TK-Departmental Violation
13-0107,GW,white,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-GW,13-0107-GW-Departmental Violation
13-0107,TL,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,13-0107-TL,13-0107-TL-Departmental Violation
13-0107,TL,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-TL,13-0107-TL-Departmental Violation
13-0107,TK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-TK,13-0107-TK-Departmental Violation
13-0107,TR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-TR,13-0107-TR-Departmental Violation
13-0107,AF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-AF,13-0107-AF-Departmental Violation
13-0107,AF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-AF,13-0107-AF-Departmental Violation
13-0107,JM,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-JM,13-0107-JM-Departmental Violation
13-0107,JM,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0107-JM,13-0107-JM-Departmental Violation
13-0108,GP,white,male,Verbal Abuse,Sustained Finding,No Guilty Findings,,,,13-0108-GP,13-0108-GP-Verbal Abuse
13-0109,GT,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0109-GT,13-0109-GT-Verbal Abuse
13-0109,GT,latino,male,Harassment,No Sustained Findings,Not Applicable,,,,13-0109-GT,13-0109-GT-Harassment
13-0110,DW,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0110-DW,13-0110-DW-Departmental Violation
13-0111,ML,white,male,Lack of Service,Sustained Finding,Training/Counseling,,,,13-0111-ML,13-0111-ML-Lack of Service
13-0112,PR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0112-PR,13-0112-PR-Departmental Violation
13-0112,PR,white,male,Harassment,No Sustained Findings,Not Applicable,,,,13-0112-PR,13-0112-PR-Harassment
13-0112,PR,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0112-PR,13-0112-PR-Verbal Abuse
13-0113,ML,black,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0113-ML,13-0113-ML-Unprofessional Conduct
13-0114,ML,white,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0114-ML,13-0114-ML-Verbal Abuse
13-0114,ML,white,female,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0114-ML,13-0114-ML-Verbal Abuse
13-0115,DC,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0115-DC,13-0115-DC-Departmental Violation
13-0116,TM,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0116-TM,13-0116-TM-Physical Abuse
13-0116,ML,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0116-ML,13-0116-ML-Verbal Abuse
13-0117,MK,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,13-0117-MK,13-0117-MK-Lack of Service
13-0118,JC,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0118-JC,13-0118-JC-Unprofessional Conduct
13-0119,GS,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,13-0119-GS,13-0119-GS-Unprofessional Conduct
13-0120,RH,black,female,Harassment,No Sustained Findings,Not Applicable,,,,13-0120-RH,13-0120-RH-Harassment
13-0121,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0121-,13-0121--Departmental Violation
13-0121,MH,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0121-MH,13-0121-MH-Departmental Violation
13-0121,MH,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,13-0121-MH,13-0121-MH-Departmental Violation
13-0121,MH,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0121-MH,13-0121-MH-Verbal Abuse
13-0121,MH,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0121-MH,13-0121-MH-Physical Abuse
13-0121,PR,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0121-PR,13-0121-PR-Verbal Abuse
13-0121,MG,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,13-0121-MG,13-0121-MG-Verbal Abuse
13-0121,RT,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0121-RT,13-0121-RT-Physical Abuse
13-0121,MG,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,13-0121-MG,13-0121-MG-Physical Abuse
